F1,F2,F3,F4,F5,F6,F7,F8,F9,RMSD
8880.03,4410.78,0.4967,75.8119,1201045.59,151.455,3420.81,74,36.5646,12.705
6653.5,2222.39,0.33401,76.9282,895051.9986,108.682,3263.42,94,39.01,4.391
5783.82,1651.99,0.28562,55.0248,808734.3427,84.1172,3025.04,41,39.536,12.126
8701.49,3577.72,0.41116,92.3097,1266357.011,129.749,3720.47,37,35.2912,15.644
7879.32,2634.78,0.33439,79.1298,1079884.131,109.161,3119.49,114,37.8651,1.931
8882.68,3539.37,0.39845,78.6841,1213467.815,144.933,3887.46,55,34.73,11.344
10520.6,3022.24,0.28726,153.406,1446326.557,185.45,4258.83,113,32.2314,6.111
6467.23,2157.34,0.33358,75.6562,883600.2366,92.7748,3217.54,58,38.497,1.253
11506.7,4773.41,0.41483,76.0631,1553024.729,184.292,5191.5,13,32.9515,10.173
14563,5858.66,0.40229,80.5033,2058423.149,199.51,5719.32,97,26.3933,19.201
7117.4,1964.89,0.27606,66.678,963333.2399,90.3599,2998.74,20,39.0106,1.94
7801.52,2213.15,0.28368,64.4697,1070654.15,114.771,3999.93,28,37.1055,2.508
13607.6,4251.22,0.31241,165.476,1877443.716,224,4990.19,152,27.2672,20.102
11633.6,4029.61,0.34637,145.797,1618444.551,179.581,4159.96,134,28.6713,18.223
8082.19,2119.16,0.2622,75.1168,1078553.467,100.548,3445.04,45,37.339,16.411
4452.86,1651.63,0.37091,42.4326,591688.1543,75.6553,1493.36,29,44.0094,12.804
7663.2,1794.97,0.23423,63.1118,1084711.093,82.5938,3137.29,60,39.426,13.084
9342.23,2846.27,0.30466,132.115,1283312.88,198.997,4040.07,80,32.7062,19.232
10130.8,4476.34,0.44185,87.7622,1269645.931,184.168,2761.53,115,39.1067,18.356
10836.8,2766.99,0.25533,124.811,1502673.595,163.175,4652.77,70,29.8464,1.576
6582.93,2244.32,0.34093,64.2605,883088.5817,90.8876,3048.27,26,40.0907,1.666
8934.61,1852.92,0.20738,112.719,1248845.156,212.85,3612.36,136,35.8605,18.836
8909.5,3252.77,0.36509,62.4533,1265154.793,123.727,4748.22,61,39.5598,10.267
16854.3,4809.55,0.28536,219.791,2331350.059,275.838,5689.44,202,22.1761,2.148
13814.5,4324.97,0.31307,127.133,1957774.803,167.235,5001.71,67,28.1614,15.268
6960.64,2289.61,0.32893,77.3899,947395.8392,100.173,3805.99,32,36.3731,2.083
4796.28,1383.77,0.2885,46.942,666665.2534,58.386,1879.52,16,43.7637,3.298
4930.54,1854.33,0.37609,54.7446,673561.066,99.2984,2829.93,65,41.3498,9.879
3453.44,1144.96,0.33154,24.4714,465054.9894,40.0613,1455.36,2,45.2186,2.765
12175.8,3304.69,0.27141,154.746,1731437.945,176.046,4712.67,25,28.5281,1.648
8069.36,2138.48,0.26501,51.557,1106275.343,101.537,3694.01,41,36.9973,19.813
21859.3,8009.56,0.36641,193.756,3044210.537,374.635,17294.64,146,26.9305,1.046
6902.41,2138.07,0.30975,65.3005,938860.6781,104.013,3116.25,34,36.7901,4.45
6754.75,1537.16,0.22756,51.0229,956553.1057,71.7029,3362.18,22,38.9478,9.63
10346.7,1628.59,0.1574,131.476,1442958.166,158.473,4602.96,144,30.3283,1.763
9380.33,2715.39,0.28947,71.8843,1253948.535,128.04,3334.63,45,38.8746,19.168
6282.4,1630.85,0.25959,54.852,876912.0007,76.1141,3357.92,55,38.762,2.39
11479.3,3053.2,0.26597,138.905,1599396.002,175.958,4707.56,172,28.6243,0.893
4171.19,1278.3,0.30645,35.1181,574450.7405,51.9648,1384.12,32,44.4927,11.428
8306.83,2281.64,0.27467,76.8608,1118455.132,113.803,3310.09,106,38.1662,2.125
6015.09,1583.37,0.26323,65.2159,854046.5269,90.1313,3083.85,14,38.824,11.506
8010.57,2056.05,0.25666,84.519,1102084.268,112.631,3100.55,21,38.029,0.644
15510.2,3372.16,0.21741,197.941,2119445.403,264.497,5175.96,144,24.5216,3.079
17868.9,4923.65,0.27554,234.747,2459150.771,284.122,5417.2,204,23.6966,5.186
11519.2,3631.54,0.31525,124.06,1596245.64,172.264,4189.58,39,31.1912,2.464
11127.7,3478.57,0.3126,128.533,1490123.745,171.788,4296.17,50,32.3433,8.638
5888.13,1954.36,0.33191,57.275,831710.1232,72.4341,2657.08,25,40.8457,4.325
10637.8,3415.6,0.32108,139.209,1465718.104,160.143,5102.41,42,28.2267,3.434
9552.44,3931.33,0.41155,86.9237,1303576.426,129.596,3984.27,37,36.271,18.156
5997.09,2028.48,0.33824,55.4428,819082.7304,82.8936,3220.41,13,39.3423,7.958
12471.1,3588.61,0.28775,145.907,1782378.846,172.102,4720.68,30,29.2638,1.736
6519.29,3164.13,0.48534,45.6833,891767.1564,106.996,2186.85,10,42.1825,13.967
8792.26,3651.98,0.41536,75.7287,1197620.229,128.332,3481.04,95,35.9842,16.176
5878.82,1897.23,0.32272,46.5687,814615.5621,81.1184,3038.13,19,40.4154,3.949
6103.49,1740.12,0.2851,71.0612,868893.0569,79.0746,3075.11,16,38.4354,2.189
9227.25,3507.37,0.38011,95.0229,1293279.128,113.68,3875.59,65,36.9907,11.508
4401.27,1708.12,0.38809,25.4148,607318.499,59.1508,2175.47,3,43.8272,14.28
12311.8,4164.42,0.33824,138.781,1706294.818,173.272,4432.82,117,30.6825,5.481
22632.9,6825.79,0.30158,296.928,3149322.207,369.619,6293.27,107,17.4159,3.313
12659.8,4219.9,0.33333,115.62,1746555.942,175.633,6411.63,89,28.5913,19.211
9401.77,3691.54,0.39264,78.6343,1299563.349,130.021,3555,23,36.9396,15.897
16151.8,5398.36,0.33422,191.389,2202573.938,228.733,4595.49,85,30.2234,4.45
10739.3,2365.67,0.22028,124.675,1461481.802,152.483,3648.7,14,34.7357,2.148
7641.85,3115.66,0.40771,64.0597,1088199.7,106.439,4104.29,68,36.1995,6.752
7155.65,2173.33,0.30372,61.1054,1003966.848,110.269,3497.52,26,37.6479,14.748
12963.1,5084.11,0.39219,159.216,1840821.053,242.649,4647.57,175,29.7292,15.008
5802.07,1527.46,0.26326,61.2506,730524.7715,88.5772,3097.87,16,39.4408,2.333
10625.2,3479.35,0.32746,108.956,1422974.971,162.509,3966.72,24,33.1878,15.264
10536.4,2505.14,0.23776,109.94,1434550.728,155.711,4364.55,113,32.0266,18.892
6214.99,1988.95,0.32002,60.6722,864752.0143,90.6314,2677.54,41,40.6397,1.809
9457.88,3317.48,0.35076,94.3341,1325438.315,143.871,3744.18,85,36.6288,3.323
9131.23,2004.04,0.21947,76.7751,1207635.447,116.987,3292.4,58,38.0878,14.819
5720.52,1577.63,0.27578,53.5871,799277.1156,63.9736,2498.03,40,41.877,3.953
7056.87,1942.65,0.27528,58.6671,1010671.376,87.5896,2350.96,63,40.2581,12.646
6813.33,2331.16,0.34214,88.0971,825471.3305,115.438,2432.09,101,40.4999,15.098
7904.35,2629.8,0.3327,67.2275,1101677.535,98.7927,3308.48,30,38.7479,18.719
8241.85,1495.07,0.18139,74.0527,1094393.982,97.3059,4024.1,25,36.935,9.916
8403.38,1586.71,0.18881,76.6323,1201175.147,99.4998,3933.97,17,34.9329,1.303
18758.9,4474.76,0.23854,201.551,2671290.862,271.858,5419.71,227,24.0694,7.898
8605.36,1730.56,0.2011,79.7462,1220602.376,103.743,3824.8,17,36.2237,1.592
4398.75,1259.48,0.28632,39.9829,601371.3052,61.9825,1454.45,13,44.3112,6.521
11283.4,3061.2,0.2713,128.635,1547427.606,151.105,3869.24,19,34.6807,2.94
13572.7,4367.12,0.32175,129.408,1938954.065,173.408,5372.81,56,26.5197,17.64
5011.16,1205.04,0.24047,49.8648,646250.8611,57.0972,2082.19,18,42.7831,3.627
15610.9,4235.82,0.27133,210.589,2151802.773,259.422,5132.09,166,24.6902,3.502
8675.95,2429.22,0.27999,89.8544,1220944.456,116.449,4353.54,52,33.8626,1.695
10531.6,2018.6,0.19167,150.156,1447723.107,170.297,4005.26,66,26.1309,1.775
8848.17,2847.17,0.32178,79.5108,1200686.422,120.776,3290.97,110,35.9179,2.776
7572.09,2233.84,0.295,65.1523,1060575.976,91.0521,3534.34,55,36.8032,6.118
10562.2,3363.78,0.31847,107.175,1518922.514,153.432,4274.21,148,31.0808,17.47
8690.44,2214.05,0.25476,83.5288,1233822.811,105.797,4057.26,77,34.057,13.56
10754.1,2792.24,0.25964,108.712,1517134.105,155.164,4347.03,64,32.8957,4.916
11545.4,3305.06,0.28626,52.2952,1606692.635,177.572,5070.66,54,39.6827,3.862
9148.59,2944.32,0.32183,85.1275,1274748.778,118.423,3797.44,38,36.1227,16.688
7449.56,2655.29,0.35643,78.9548,1020644.442,119.103,3235.03,57,37.4305,15.684
11368.1,3755.75,0.33037,94.9973,1582754.079,154.971,5621.65,134,31.3415,17.655
8352.99,2764.33,0.33093,72.5403,1174863.872,103.727,3557.56,21,36.8709,13.9
8970.25,1890.32,0.21073,97.6902,1263550.141,127.138,3806.48,41,34.7775,3.016
10501,2941.25,0.28009,124.492,1462887.063,172.859,4183.11,56,33.0132,1.356
5822.55,2147.46,0.36881,37.8925,749834.1105,99.8984,2707.42,40,40.9395,12.516
12629.1,2572.39,0.20368,155.348,1721765.696,199.966,5065.84,138,29.843,0.688
8484.37,2379.9,0.2805,73.3358,1183629.103,105.316,3934.98,38,35.4208,5.205
9854.49,2759.6,0.28003,57.712,1378355.882,129.868,3725.62,46,36.5329,15.116
15183.3,3797.7,0.25012,157.09,2119069.84,179.862,5510.51,29,25.1175,17.579
6654.74,1625.23,0.24422,64.0063,962026.9625,68.1551,3423.4,46,39.7226,11.371
10241.4,3472.91,0.3391,95.5002,1447842.993,148.631,4167.52,82,33.5207,9.547
8712.29,2260.09,0.25941,92.4281,1239459.81,130.649,3961.43,165,34.9016,1.228
5386.73,1650.89,0.30647,38.9279,726084.0096,73.0234,2878.83,17,43.2953,12.809
16011.5,4018.21,0.25095,171.947,2214891.609,232.877,4887.18,29,26.7645,12.044
12090.3,3076.95,0.25449,155.053,1721142.046,158.252,4732.77,25,28.9032,1.572
14199.4,3160.12,0.22255,191.917,2068870.002,217.355,4203.96,101,31.7428,12.26
10108.7,2501.21,0.24743,89.7764,1431491.986,141.522,3607.85,131,35.9463,2.618
7218.64,2533.98,0.35103,59.3507,1028067.746,106.992,3561.31,28,38.2915,11.442
12951.1,3131.27,0.24177,86.5548,1777538.06,164.617,4336.54,117,33.2555,14.037
9884.53,2450.04,0.24786,103.075,1398437.588,158.824,3847.8,15,34.0433,0.512
8276.95,2410.2,0.29119,88.3737,1141691.654,114.071,3116.49,21,37.0453,0.998
9378.53,4019.09,0.42854,64.9438,1300972.937,131.074,3572.73,68,35.4955,18.549
8599.05,3926.86,0.45666,109.846,1187768.952,162.285,4110.47,116,34.8506,18.546
7876.71,3323.11,0.42189,78.2853,1063271.807,128.117,3191.36,26,39.5359,14.805
5154.51,1106.43,0.21465,53.3769,677089.7462,81.8797,3245.39,25,39.6541,1.588
9237.97,2710.96,0.29345,97.6464,1289570.372,128.003,4253.44,34,34.2232,1.766
7620.57,3482.38,0.45697,93.6101,1003962.058,150.522,3050.26,123,38.6621,16.115
9927.06,2272.25,0.22889,97.3518,1361142.396,127.891,3712.55,20,36.4814,16.514
7116.77,2443,0.34327,70.1582,982229.275,119.546,3074.41,32,37.596,12.321
15946.8,5085.69,0.31891,119.451,2243945.848,222.422,8417.41,94,32.5554,4.919
7158.6,1872,0.2615,60.492,997187.0887,86.6338,3054.07,97,38.3573,1.776
11714.4,4576.44,0.39066,115.607,1593348.514,179.653,4502.8,97,32.7578,13.707
13039.3,4732.83,0.36296,159.797,1811062.06,214.343,4624.5,100,29.6923,6.074
12926.1,2710.32,0.20967,156.64,1746432.631,204.961,4841.44,146,28.6195,1.249
5772.35,1669.49,0.28922,51.1725,806155.0694,92.1503,2567.82,91,40.9542,13.757
6645.8,1978.88,0.29776,60.3171,930506.539,93.4916,3216.53,108,38.209,8.509
10085.9,3305.95,0.32777,93.0512,1437116.617,130.441,4318.89,107,30.6324,17.767
8916.64,3625.96,0.40665,89.5312,1258402.629,157.051,4144.47,133,33.6803,19.257
11928.3,4001.41,0.33545,96.0196,1659673.716,151.442,4996.83,53,30.4805,17.991
14933.8,3891.22,0.26056,207.351,2059778.848,251.735,5098.89,144,25.6273,4.284
11386.5,2956.41,0.25964,128.088,1584559.79,159.286,4444.61,96,31.3723,1.773
9737.62,3011.51,0.30926,95.1059,1350547.727,135.596,3966.14,97,34.2861,12.474
5208.82,1160.54,0.2228,49.8345,745147.7952,67.5148,2849.41,58,40.2214,1.668
10897.2,3469.16,0.31835,102.877,1508315.212,147.197,4274.11,77,32.3572,19.636
7881.74,2915.01,0.36984,86.8572,1101058.944,125.64,4008.5,62,36.1351,14.35
6728.9,2347.9,0.34892,77.0622,922117.3488,93.0413,3224.03,62,38.5233,1.351
7976.41,2376.28,0.29791,80.7336,1171905.739,89.8918,2912.35,52,38.9498,15.201
8422.01,1508.68,0.17913,80.3274,1201786.818,98.2665,3856.2,17,35.517,1.141
8495.41,1836.59,0.21618,101.752,1178154.506,128.439,3638.22,25,34.099,1.485
7598.47,3197.82,0.42085,52.1382,1064235.747,113.299,2922.47,61,39.0691,14.736
15037.5,4317.54,0.28711,172.794,2160575.972,225.777,5683.73,89,26.6188,20.901
6867.49,1981.46,0.28852,69.599,933099.2509,103.206,3225.63,74,35.4113,3.499
7309.44,2100.32,0.28734,91.8097,990892.6964,97.8269,3460.54,33,37.2736,8.874
13743.2,4709.44,0.34267,130.635,1909694.132,175.696,5236.99,64,27.8898,18.37
11141.5,2355.49,0.21141,92.2739,1536834.342,121.44,4153.19,141,35.3111,9.279
5262.96,2047.2,0.38898,33.9256,747820.5578,68.6193,2540.88,38,42.6978,2.795
8218.76,2374.85,0.28895,60.5888,1161165.335,95.7878,3124,43,38.3738,14.791
7013.37,1865.51,0.26599,64.2734,1001278.957,95.1054,3206.19,26,38.9659,16.753
9920.13,2293.39,0.23118,125.24,1375929.298,159.875,4597.41,74,30.2222,1.238
8523.72,2259.04,0.26502,70.9632,1161600.637,114.678,3724.81,44,35.6615,14.95
8521.61,2938.46,0.34482,62.8997,1222061.562,116.551,4257.78,42,36.1282,11.255
11409.2,2924.91,0.25636,140.838,1565900.138,160.708,4486.63,88,31.2702,2.048
11363.6,4318.14,0.37999,80.0882,1539108.097,177.794,6010.84,75,30.7428,20.61
9863.75,3614.9,0.36648,101.852,1326154.542,141.787,4584.66,92,32.5126,18.804
4628.14,1599.5,0.3456,32.8091,623664.576,65.2844,1422.47,29,44.339,11.268
6535.59,1735.05,0.26547,50.9376,889841.3634,80.9132,2572.17,30,41.0387,4.859
6824.09,2284.98,0.33484,62.9975,939626.9501,92.7566,3027.61,47,38.6879,16.309
8722.93,1566.72,0.1796,97.0832,1212390.051,121.227,3880.93,47,33.7378,2.536
4962.54,930.87,0.18757,44.7279,677233.5667,66.8516,2836.82,13,39.485,2.276
7982.79,1740.49,0.21803,60.6466,1103243.022,89.3428,3623.34,41,41.043,0
6545.72,1854.37,0.28329,67.1352,918250.0486,77.7407,3710.56,77,39.9665,13.898
12064.1,4629.7,0.38375,128.916,1746160.374,185.703,5329.55,154,29.6958,17.981
8117.96,2657.6,0.32737,42.3703,1142936.217,104.707,4091.38,71,35.013,14.374
9246.97,2579.79,0.27898,97.4966,1266036.385,159.622,4128.75,73,33.1645,0.6
9918.51,3395.19,0.3423,119.319,1343914.441,154.85,4163.47,107,34.4343,15.485
7643.76,3266.08,0.42728,57.6353,1084456.087,111.762,3163.17,62,39.399,14.724
8447.09,2770.29,0.32795,100.639,1081275.051,154.783,3556.56,81,37.0411,16.42
7843.19,1688.4,0.21526,53.6703,1101412.54,74.4509,3253.88,21,36.1752,16.419
9318.02,2934.99,0.31498,60.9561,1303372.26,119.325,2957.71,15,33.9397,10.081
7870.79,2942.59,0.37386,74.3443,1119946.893,113.717,4119.09,58,33.7704,14.575
12206.6,3264.99,0.26747,152.865,1732555.043,166.381,4685.68,24,28.7823,2.043
11201,4441.79,0.39655,91.827,1533058.773,147.466,4641.98,41,37.3931,19.323
3327.24,1078.31,0.32408,25.316,457196.8891,39.857,1276.91,10,45.732,5.372
15323.8,4162.18,0.27161,180.227,2174742.635,221.37,5676.92,73,26.3896,1.535
4873.08,1375.32,0.28222,46.2439,680825.0487,56.7995,1813.88,22,43.7357,2.931
8739.48,1950.59,0.22319,111.308,1239407.275,140.313,4204.11,41,33.1715,2.726
6506.77,1630.58,0.25059,56.6535,861636.756,89.9064,2959.88,34,37.9355,17.641
9654.6,2230.74,0.23105,88.2039,1363773.092,110.283,4664.43,35,32.828,4.537
8940.61,2451.21,0.27416,95.6395,1243529.194,144.144,4286.24,73,33.3025,4.467
5562.1,2293.89,0.41241,54.9515,749714.9478,88.7054,2670.08,50,40.8985,4.779
9333.45,2210.46,0.23683,101.448,1325883.098,150.038,3802.1,14,34.3152,0.455
12433,3237.43,0.26039,138.199,1751157.15,157.474,4893.01,145,28.6319,18.175
5236.12,1603.15,0.30617,41.2904,728125.8094,63.2774,2699.23,37,40.175,9.16
7811.87,1876.97,0.24027,64.2876,1102587.47,100.858,2989.88,29,38.6095,5.644
14913.3,4998.09,0.33514,182.938,2083218.297,261.194,5402.29,153,24.921,1.299
7756.56,3535.66,0.45582,69.2586,1093808.934,127.137,3065.74,33,37.4837,13.32
11326.9,2997.62,0.26464,136.449,1569788.234,162.795,4244.16,39,46.5464,3.78
13056.7,2714.13,0.20787,170.194,1759440.217,218.602,4809.38,101,28.174,1.762
7944.05,2995.92,0.37712,79.7826,1134257.491,126.233,3351.63,32,30.3081,2.91
15579.1,4980.34,0.31968,155.168,2193189.047,231.232,5697.59,158,24.585,11.945
12813.6,3809.06,0.29726,161.969,1801280.629,205.382,4676.07,70,29.4903,4.165
3819.05,1226.38,0.32112,34.457,517250.6747,50.4938,1385.21,29,44.0003,11.002
7951.87,3060.23,0.38484,71.5842,1120413.09,128.574,3590.2,50,39.2839,14.856
14967.3,6695,0.4473,164.923,2072563.27,287.123,5080.23,120,22.7924,19.445
6809.81,2471.78,0.36297,60.5855,892212.1453,108.067,3041.67,62,39.1746,15.764
8507.9,2737.23,0.32172,74.2901,1200553.265,115.884,3063.34,81,38.5169,19.242
8161.27,3016.12,0.36956,85.1075,1160662.283,136.157,3508.2,48,35.4849,3.125
9227.75,3327.33,0.36057,82.5619,1318616.033,140.177,3344.03,65,36.9341,16.769
13012,3737.88,0.28726,168.979,1779822.14,221.166,4808.97,125,27.7702,6.545
8869.29,2580.98,0.291,77.1974,1234812.505,110.45,4343.06,64,37.7946,1.583
14100.5,4254.96,0.30175,148.138,1958167.153,248.263,4614.99,84,29.6154,4.462
9531.51,2825.95,0.29648,72.0438,1332868.569,119.773,3627.1,61,35.4277,19.6
4247.72,1819.13,0.42826,25.1294,587387.8459,60.7958,1636.42,32,44.2953,7.609
7842.01,2015.38,0.25699,83.2047,1080286.542,112.271,3100.79,21,37.6774,0.582
9657.63,1858.58,0.19244,101.973,1371701.06,132.318,4260.22,37,33.5849,0.922
8264.68,2589.2,0.31328,91.6822,1173273.758,101.267,3609.96,25,35.2329,11.667
9037.79,2670.53,0.29548,85.8363,1272027.973,128.211,3298.7,12,35.0342,3.071
15531.8,4796,0.30878,186.246,2063086.713,218.596,4274.92,103,30.7738,2.486
4146.91,1014.56,0.24465,35.1082,570640.7661,54.8496,1779.37,23,43.9569,2.36
6416.8,1407.47,0.21934,55.6879,899770.4946,72.3555,3000.84,24,38.4069,5.177
7524.06,1944.16,0.25839,58.6243,1077285.275,91.3494,2982.27,53,38.9028,11.592
15955,4932.65,0.30916,215.713,2224796.987,248.013,5406.29,292,24.5674,1.773
8137.52,2079.28,0.25551,99.2022,1142451.417,100.169,3953,98,33.0843,4.045
5101.67,1442.43,0.28273,46.9988,705452.6738,59.8838,1956.83,18,43.7995,1.895
7164.04,1200.93,0.16763,61.8709,1016956.855,81.644,2914.87,45,46.5464,18.514
6484.82,1908.32,0.29427,58.8805,885777.1915,87.278,2662.18,30,39.553,15.092
7194.79,2094.11,0.29105,68.0037,1017080.865,81.4014,3557.24,84,39.1759,15.221
20272.5,6231.19,0.30737,233.685,2777591.725,291.94,5729.93,180,22.0303,4.621
11972.3,3391.23,0.28325,136.295,1654436.28,162.481,4488.96,99,31.1703,2.236
12745.5,4064.1,0.31886,152.107,1786000.724,161.574,5222.98,36,28.0108,3.961
4468.16,1085.92,0.24303,40.6122,600371.7354,57.2419,2497.45,17,43.4022,7.485
9417.74,2405.39,0.25541,103.025,1329610.427,155.013,3807.11,11,34.2771,0.857
7531.53,2700.15,0.35851,79.2878,1023601.783,117.266,3492.73,96,37.5867,15.496
10037.4,3426.55,0.34137,81.9266,1445414.345,131.296,3285.95,28,34.6283,13.865
7811.16,2587.35,0.33123,60.6459,1077525.545,104.611,3323.59,7,38.9728,10.273
9528.23,2048.08,0.21494,101.376,1323914.118,136.092,3707.15,27,33.7825,1.55
7692.24,3103.68,0.40348,68.319,1069482.839,99.5384,3436.1,69,37.4048,7.562
6050.69,2634.08,0.43533,59.1098,822368.712,93.2254,2804.55,43,40.7001,12.488
22665.4,6433.43,0.28384,310.588,3127046.849,351.271,6331.23,104,17.9303,4.093
9534.62,2896.65,0.3038,96.3029,1345825.684,126.195,3715.85,96,35.386,14.87
5691.08,1440.49,0.25311,36.1202,781487.2404,69.4841,2181.35,22,43.6767,13.472
6917.86,2601.19,0.37601,65.5444,998375.9268,93.5986,2288.21,89,40.4262,11.387
5367.17,1855.14,0.34564,52.3449,741398.5151,81.0182,2601.37,46,41.3924,10.205
7588.36,1923.64,0.25349,79.0066,1008533.791,97.2743,3347.6,48,37.5653,13.139
11061.5,3010.63,0.27217,131.414,1518591.366,157.812,3728.27,22,34.3977,2.376
22008.8,6199.53,0.28168,296.374,3053193.663,365.526,6017.44,104,18.3321,3.177
7945.77,2065.57,0.25995,72.8337,1111349.627,102.056,4083.45,15,34.2754,4.924
12022.1,3814.91,0.31732,96.3749,1643444.154,179.285,4622.42,149,30.9102,3.477
6727.89,1670.51,0.24829,59.3246,916610.2948,89.8088,3094.48,27,34.6139,11.091
14570.7,4709.74,0.32323,156.919,2093505.361,227.151,5711.06,76,24.9062,1.683
5733.31,2137.78,0.37287,56.0254,773624.5018,89.6894,2954.23,12,40.5415,9.943
6513.68,1431.06,0.2197,59.524,895600.2482,74.2538,3279.89,47,39.1545,12.919
9676.53,2889.11,0.29856,92.1281,1377450.04,129.27,4096.4,100,33.8766,6.113
3471.31,1123.9,0.32376,23.8694,467638.5724,40.0887,1348.76,1,45.6268,2.974
6488.46,3686.94,0.56823,92.7664,818033.7776,142.706,2116.87,78,41.6643,16.598
11673.8,3300.86,0.28275,147.441,1647009.062,171.894,4665.92,176,29.8116,1.923
7379.15,2388.1,0.32362,56.4118,1003781.735,115.179,3371.66,24,38.6982,5.991
7816.99,2797.33,0.35785,69.5424,1114521.205,113.109,2960.36,24,38.8622,12.009
10493.6,2585.34,0.24637,126.245,1460323.114,162.384,4620.75,62,30.1075,1.389
14700.5,4316.59,0.29363,208.738,2034181.833,260.971,5132.84,143,25.193,2.248
7689.63,1726.24,0.22448,74.2804,1071745.383,90.8331,3411.15,40,36.6089,17.34
7265.38,2835.92,0.39033,66.0191,1034631.109,107.311,3434.94,46,37.4089,5.718
8070.05,2873.31,0.35604,99.2784,1135916.582,111.079,3707.21,28,36.9301,8.69
7710.56,2127.65,0.27593,63.2082,1063171.23,114.164,3738.7,24,37.5151,1.287
6460.06,2254.23,0.34894,54.7169,873203.768,94.1603,2878.04,30,39.6113,11.976
18661.7,6152.55,0.32968,184.484,2638191.05,298.681,5613.85,197,22.1298,8.675
8263.62,3080.3,0.37275,73.0483,1110208.152,125.816,4252.35,58,36.6477,12.947
10886.6,2798.68,0.25707,130.993,1515853.748,169.364,4663.03,173,28.944,0.774
8803.9,2846.23,0.32329,70.246,1194281.464,136.88,3976.83,96,32.7189,1.991
5562.24,1457.15,0.26197,52.9642,769658.8758,76.4358,2790.42,45,42.0169,10.181
15774.7,5470.02,0.34675,194.677,2111311.644,243.086,5313.9,171,25.181,11.039
23498.1,6796.71,0.28924,306.123,3269934.844,377.509,6379.67,105,17.4159,3.877
9019.6,2218.87,0.246,83.7105,1292823.346,124.161,3900.78,9,34.4611,1.898
7467.26,3068.39,0.41091,67.1728,1083226.702,113.557,2807.79,49,39.436,14.021
10822.7,3673.35,0.33941,106.835,1516663.475,163.541,4284.25,85,28.7442,18.029
10570.5,2715.64,0.2569,126.713,1443496.797,159.379,3602.15,18,34.942,2.131
17972.8,5409.31,0.30097,202.537,2485530.214,277.014,6114.75,257,20.3682,7.768
9301.13,1958.15,0.21052,104.744,1327040.101,118.069,3819.71,41,34.8665,2.747
16982.9,5773.69,0.33997,204.113,2390837.666,257.185,4953.18,124,26.8372,5.391
8617.87,3177.81,0.36874,88.9582,1143349.756,132.663,3743.07,44,35.9476,1.178
5712.29,1469.41,0.25723,32.4791,764516.5652,80.5841,2997.57,68,40.3633,10.488
5735.71,1959.72,0.34166,62.8267,797432.1027,86.8689,3324.21,66,37.7451,1.527
14477.8,5521.98,0.38141,186.667,1917486.754,274.202,5176.6,121,27.3687,7.97
16485.3,5795.21,0.35153,177.902,2288170.895,269.569,5857.03,221,26.9269,2.2
9063.51,2709.63,0.29896,51.8557,1242498.032,119.229,4037.91,27,35.7058,14.894
12046,2624.27,0.21785,145.256,1709359.906,181.045,4642.48,50,29.6825,0.864
7138.08,1844.52,0.2584,69.0715,1009129.129,105.406,2908.67,48,38.5991,15.226
9967.45,3101.89,0.3112,129.513,1325362.893,167.146,4000.58,34,33.495,2.298
9682.23,2732.67,0.28223,100.11,1349603.162,122.536,3511.93,27,36.6575,3.779
8135.26,2361.04,0.29022,92.4233,1108056.082,119.917,3224.01,82,38.7058,1.801
8117.7,2822.71,0.34772,60.1931,1075534.799,137.337,2890.65,58,39.0525,11.286
4964,1518.27,0.30585,51.4989,697669.9186,86.1409,2937.01,33,40.7196,11.741
6473.58,1593.43,0.24614,70.2872,854957.7101,88.8042,3436.3,78,37.5518,1.209
13960.3,3208.67,0.22984,166.03,1916666.291,221.775,4740.22,35,28.6816,3.117
6514.25,2072.21,0.3181,61.7812,885865.6473,90.2738,2462.09,23,40.7767,5.121
7026.29,1811.12,0.25776,77.1883,936308.2834,95.1253,3538.38,79,37.6273,2.089
6753.15,1618.98,0.23973,73.2914,896262.7109,97.5078,3493.09,79,36.7753,1.929
10041.1,3018.48,0.30061,101.125,1383921.67,119.306,3838.72,44,35.0199,16.505
14405.9,4339.03,0.30119,189.422,2011910.844,225.495,5482,136,23.4814,2.071
11384.1,4363.92,0.38333,109.309,1547469.472,174.009,4589.64,99,32.7209,20.245
12954.8,4462.7,0.34448,157.529,1805893.669,181.398,5198.34,37,27.7993,4.246
7342.03,2463.27,0.3355,65.3637,1035192.318,104.152,3536.89,44,36.467,8.332
15492.5,5033.95,0.32492,98.6666,2151059.896,210.041,4800.89,119,29.5921,18.479
6304.41,2248.83,0.3567,64.8429,833956.0169,94.7126,3647.09,47,38.3735,9.595
14263.7,4063.33,0.28487,196.651,1954556.964,214.227,4590.44,170,28.8237,2.379
11363,3025.23,0.26623,118.543,1589303.269,171.185,4952.37,70,29.6257,3.324
14585.2,4184.7,0.28691,180.246,2023856.889,240.174,4483.46,18,30.0203,3.885
6705.33,1950.75,0.29092,61.6083,898892.9253,94.9889,3666.62,63,38.3,4.084
2803.02,788.51,0.2813,23.0985,404619.1514,41.9682,1570.69,43,47.102,6.608
18235.6,6196.31,0.33979,196.189,2592534.279,279.445,5393.96,114,21.1195,18.798
7948.59,2283.93,0.28733,82.4066,1103552.734,99.3212,3476.09,62,37.4074,3.206
